Time Difference,user.screen_name,Column1
0 days 01:47:43.000000000,ccpicciano,1
0 days 00:50:05.000000000,Ccruzan,1
0 days 00:36:05.000000000,ccvc2810,1
0 days 01:08:23.000000000,CDeplorable,1
0 days 02:06:55.000000000,CDH2005,1
0 days 04:26:39.000000000,cdieter88,1
0 days 01:05:09.000000000,CDM_15,1
0 days 00:54:26.000000000,Ceasar199,1
0 days 02:45:05.000000000,ceasersays,1
0 days 04:13:06.000000000,cedegree,1
0 days 05:33:38.000000000,Ceedaaayy,1
0 days 03:10:39.000000000,ceenone3,1
0 days 02:39:51.000000000,CelebScolder,1
0 days 00:02:32.000000000,Celeste112405,1
0 days 00:29:38.000000000,Celia3D,1
0 days 00:50:53.000000000,Celinaccc,1
0 days 01:40:32.000000000,cellencj,1
0 days 01:33:40.000000000,celticbabe2002,1
0 days 02:54:41.000000000,CemKorkut,1
0 days 00:15:29.000000000,CerdaBen,1
0 days 03:11:48.000000000,CerealCupper,1
0 days 01:25:23.000000000,cerebralz,1
0 days 00:04:33.000000000,Cerivano,1
0 days 00:06:15.000000000,cerny_andrew,1
0 days 00:06:32.000000000,ceroto60,1
0 days 03:11:22.000000000,cessjet,1
0 days 00:41:49.000000000,cevoltz,1
0 days 00:40:10.000000000,Cfc_Craig,1
0 days 01:54:28.000000000,Cfcjakee,1
0 days 04:24:28.000000000,cfinerty22,1
0 days 00:05:14.000000000,Cflow33,1
0 days 00:55:23.000000000,cfootgant,1
0 days 00:02:55.000000000,cfrasher1,1
0 days 00:10:56.000000000,cftyuik,1
0 days 05:17:10.000000000,CGempeler12,1
0 days 00:29:45.000000000,cgern,1
0 days 00:28:24.000000000,ch_coulon,1
0 days 01:59:14.000000000,ch_naga4,1
0 days 01:50:27.000000000,Cha242,1
0 days 01:41:56.000000000,ChaCommeUnChat,1
0 days 00:43:43.000000000,ChadBush1972,1
0 days 00:08:11.000000000,ChadLinthicum,1
0 days 01:23:26.000000000,chadphillips31,1
0 days 03:01:05.000000000,chadstaylor,1
0 days 04:25:27.000000000,Chaercon,1
0 days 01:51:00.000000000,chaesthetically,1
0 days 02:57:15.000000000,Chalupa_24,1
0 days 00:16:38.000000000,champa911,1
0 days 03:45:59.000000000,CHAMPAGNEBRIBRI,1
0 days 04:46:49.000000000,chancebruce4,1
0 days 03:24:51.000000000,ChanceJerry,1
0 days 01:31:29.000000000,Chandler9946,1
0 days 01:59:19.000000000,chandlerhodges4,1
0 days 02:14:46.000000000,Chandra131313,1
0 days 03:35:33.000000000,chandrak123,1
0 days 02:43:59.000000000,chane_free,1
0 days 00:41:10.000000000,ChapmanCourtney,1
0 days 00:23:02.000000000,CharBean_,1
0 days 02:27:52.000000000,charbship,1
0 days 03:49:02.000000000,charcharmonique,1
0 days 02:44:19.000000000,chargallagherr,1
0 days 00:07:30.000000000,Charge112,1
0 days 03:21:35.000000000,ChargerBuckeye,1
0 days 04:09:55.000000000,ChargerChick43,1
0 days 04:43:25.000000000,ChargersBoiiPS4,1
0 days 00:15:11.000000000,Charlene2426,1
0 days 00:25:10.000000000,CharleneBaron,1
0 days 02:23:01.000000000,CharleneSowder,1
0 days 02:06:43.000000000,charles_cainn,1
0 days 00:40:42.000000000,CharlesDeRose3,1
0 days 01:29:25.000000000,CharlesDjoker,1
0 days 00:18:42.000000000,CharlesLaurenc8,1
0 days 00:13:08.000000000,CharlesMeiller,1
0 days 01:51:58.000000000,CharlesMiriani,1
0 days 01:59:12.000000000,CharlesSobieski,1
0 days 03:37:23.000000000,charleswcreech,1
0 days 02:29:45.000000000,charlie_cowen,1
0 days 04:03:23.000000000,charlie_prevs,1
0 days 00:13:58.000000000,CharlieAHolt,1
0 days 02:25:55.000000000,charliebown305,1
0 days 04:10:12.000000000,charlieemaee__,1
0 days 04:29:06.000000000,charliegirl9,1
0 days 01:49:31.000000000,charliekirk11,1
0 days 04:24:25.000000000,CharlieRoussell,1
0 days 04:52:09.000000000,charliesmythers,1
0 days 01:36:54.000000000,CharlieWakeman8,1
0 days 04:35:18.000000000,charlottewiggs,1
0 days 01:48:17.000000000,charmcity3411,1
0 days 00:20:41.000000000,CharXRenee,1
0 days 00:28:14.000000000,ChasBavolar,1
0 days 02:58:57.000000000,chase_98,1
0 days 05:07:17.000000000,Chase_doyle15,1
0 days 03:59:00.000000000,chase_gazaway,1
0 days 04:27:53.000000000,chase_guerrero,1
0 days 04:46:50.000000000,Chase_Shanley_,1
0 days 02:23:04.000000000,chase147369,1
0 days 00:43:20.000000000,chasefain22,1
0 days 05:06:10.000000000,chasehesh,1
0 days 00:28:09.000000000,chasemadrigal51,1
0 days 01:02:21.000000000,chattylaurel,1
0 days 00:58:11.000000000,chatwithnanna,1
0 days 03:38:46.000000000,chaunceywhatsup,1
0 days 01:19:38.000000000,chckenjhoy,1
0 days 01:01:44.000000000,cheeks382,1
0 days 08:09:58.000000000,Cheeky_Ashlyn,1
0 days 00:34:24.000000000,Cheerful_7,1
0 days 00:27:55.000000000,Chefette11,1
0 days 00:49:58.000000000,chefgeno27,1
0 days 02:42:00.000000000,chefjefft,1
0 days 00:05:59.000000000,Chein_Noir,1
0 days 00:00:54.000000000,chelsadler,1
0 days 01:02:29.000000000,chelseab343,1
0 days 03:53:15.000000000,Chelseax05,1
0 days 01:04:22.000000000,ChelsieEstey1,1
0 days 04:59:15.000000000,chelsluhbruh,1
0 days 02:38:17.000000000,cheltchamp,1
0 days 00:47:56.000000000,Chelz37,1
0 days 02:02:50.000000000,Chema0092,1
0 days 02:50:05.000000000,ChemtrailedSky,1
0 days 02:54:49.000000000,Cherae_K,1
0 days 03:51:03.000000000,cheramacy,1
0 days 01:39:19.000000000,Cherrilicious1,1
0 days 01:24:07.000000000,cherrymacadamia,1
0 days 00:20:45.000000000,CherylCkfrancis,1
0 days 00:34:32.000000000,cherylcope,1
0 days 02:01:28.000000000,cherylJay__,1
0 days 00:07:48.000000000,CherylLynneRose,1
0 days 02:21:08.000000000,CherylReynolds,1
0 days 01:30:21.000000000,Chesshnuts,1
0 days 01:18:58.000000000,chewbaclava,1
0 days 00:29:08.000000000,cheycll,1
0 days 03:54:53.000000000,Cheygipson,1
0 days 00:02:00.000000000,cheynw99,1
0 days 06:30:12.000000000,chi_notki,1
0 days 03:50:05.000000000,chiana_lites,1
0 days 00:58:47.000000000,Chiara65024343,1
0 days 00:04:03.000000000,chicagomegan,1
0 days 04:28:34.000000000,Chicapalmerita,1
0 days 00:27:35.000000000,chichi_kebenei,1
0 days 00:07:59.000000000,Chickasee,1
0 days 02:07:58.000000000,chickensoupsays,1
0 days 00:25:27.000000000,chickenwinner11,1
0 days 02:08:53.000000000,chicotyb,1
0 days 02:05:32.000000000,ChiefBigRy,1
0 days 01:00:33.000000000,ChiefGee_,1
0 days 01:07:29.000000000,chiefkelley46,1
0 days 02:45:53.000000000,chiinkzilla,1
0 days 00:58:10.000000000,Chilamina,1
0 days 04:02:14.000000000,ChileTheKidd,1
0 days 00:41:37.000000000,chillinginLV,1
0 days 05:40:21.000000000,chillyeols,1
0 days 00:06:21.000000000,ChinaGregory,1
0 days 04:33:21.000000000,Chinotrocadero,1
0 days 01:53:19.000000000,chinovvv,1
0 days 00:20:45.000000000,chip_burns,1
0 days 00:07:46.000000000,chipgeo24,1
0 days 00:08:37.000000000,chipnjaz,1
0 days 01:35:58.000000000,chippyd1995,1
0 days 02:50:08.000000000,chipshimota19,1
0 days 00:20:09.000000000,chirofrenzy,1
0 days 05:02:25.000000000,chitfaced489,1
0 days 00:38:22.000000000,ChiTraderRob,1
0 days 00:12:39.000000000,chlangfels,1
0 days 03:28:14.000000000,chloearissa,1
0 days 04:59:38.000000000,chloetramel,1
0 days 01:19:28.000000000,ChobanianLouise,1
0 days 04:46:46.000000000,Choccy31,1
0 days 01:02:23.000000000,Choco_Lottay,1
0 days 03:47:03.000000000,CHOMPnation,1
0 days 03:04:09.000000000,Choo_Kah,1
0 days 00:44:51.000000000,choojhnsn,1
0 days 00:00:51.000000000,Chops480,1
0 days 00:26:11.000000000,chosundragon,1
0 days 01:25:33.000000000,chouston34,1
0 days 01:57:46.000000000,chowdallas,1
0 days 01:43:56.000000000,chpieratt,1
0 days 00:34:39.000000000,chrgdup1973,1
0 days 04:30:47.000000000,chrichri_ea,1
0 days 00:47:09.000000000,Chris_A_Turner,1
0 days 02:02:26.000000000,chris_cook87,1
0 days 02:13:22.000000000,chris_fleischer,1
0 days 03:14:42.000000000,Chris_Guidice,1
0 days 01:17:19.000000000,chris_skier,1
0 days 02:29:12.000000000,chris_weidner,1
0 days 01:59:57.000000000,Chris11962,1
0 days 01:15:04.000000000,chris77willis,1
0 days 00:20:24.000000000,Chris84962023,1
0 days 00:17:22.000000000,chrisarojo,1
0 days 02:29:44.000000000,ChrisBaxi,1
0 days 01:39:16.000000000,chrisblaylock33,1
0 days 00:31:51.000000000,ChrisBMixMaster,1
0 days 00:24:03.000000000,ChrisBragdon,1
0 days 00:31:23.000000000,chrisbrunson,1
0 days 03:58:21.000000000,chrisburt98,1
0 days 01:43:44.000000000,Chriscandon,1
0 days 01:10:25.000000000,ChrisCharabaruk,1
0 days 00:42:40.000000000,ChrisCpieper1,1
0 days 00:46:56.000000000,chriselo,1
0 days 02:11:31.000000000,chrisevans1073,1
0 days 01:25:51.000000000,ChrisEWDavidson,1
0 days 04:58:44.000000000,ChrisGlover28,1
0 days 00:15:34.000000000,ChrisHanselaar,1
0 days 02:34:54.000000000,ChrisHelms20,1
0 days 05:18:28.000000000,ChrisHudgel,1
0 days 00:40:32.000000000,ChrisJe08364815,1
0 days 01:45:39.000000000,ChrisKernn,1
0 days 01:03:54.000000000,ChrisLy12587592,1
0 days 05:18:03.000000000,chrismartin951,1
0 days 02:52:07.000000000,ChrisMatthewspu,1
0 days 01:42:26.000000000,ChrisMc_73,1
0 days 00:13:07.000000000,ChrisMSaari,1
0 days 04:19:38.000000000,chrismwc,1
0 days 00:01:39.000000000,ChrisMySass,1
0 days 03:00:34.000000000,Chrisotter4,1
0 days 03:04:37.000000000,chrispeIs,1
0 days 04:10:17.000000000,chrisrdavis95,1
0 days 01:42:32.000000000,chrissieward71,1
0 days 00:33:02.000000000,chrisssssilva,1
0 days 04:07:53.000000000,ChrissyFrancis8,1
0 days 01:05:47.000000000,CHRISSYHEINS,1
0 days 02:51:18.000000000,christangordon7,1
0 days 00:06:24.000000000,ChristBizTC,1
0 days 01:41:18.000000000,Christeeean,1
0 days 00:27:02.000000000,Christian_anv,1
0 days 03:14:01.000000000,Christian_Meds,1
0 days 03:02:32.000000000,christianclvin,1
0 days 03:09:14.000000000,christiancogss,1
0 days 04:15:22.000000000,ChristianConno8,1
0 days 03:53:45.000000000,ChristianMac03,1
0 days 00:08:43.000000000,christifidelis,1
0 days 01:26:44.000000000,christii103,1
0 days 09:25:27.000000000,CHRISTINA2A12,1
0 days 01:25:55.000000000,christinaaln,1
0 days 01:25:52.000000000,christinaberlyn,1
0 days 01:29:42.000000000,ChristinaCao110,1
0 days 01:24:58.000000000,Christinapet11,1
0 days 01:35:58.000000000,christinaslame,1
0 days 01:04:34.000000000,ChristineRHunt,1
0 days 00:24:28.000000000,christint,1
0 days 03:57:11.000000000,Christitofe2My,1
0 days 00:18:54.000000000,ChristloveMLP,1
0 days 00:19:03.000000000,Christopher__HS,1
0 days 01:24:04.000000000,ChristosCosta1,1
0 days 04:23:01.000000000,Christy56074523,1
0 days 00:06:55.000000000,ChristyArington,1
0 days 05:13:59.000000000,ChrisxAvila,1
0 days 01:40:54.000000000,chrtlin71171,1
0 days 07:33:49.000000000,chrxstinayoung,1
0 days 00:26:57.000000000,ChubbyEatsNY,1
0 days 00:06:41.000000000,chuck_the_truck,1
0 days 01:48:33.000000000,Chuck3960,1
0 days 00:14:47.000000000,ChuckLN1,1
0 days 00:16:23.000000000,chucknelson1969,1
0 days 00:08:42.000000000,ChuckRoss13,1
0 days 00:47:16.000000000,chuckstacey,1
0 days 02:47:19.000000000,ChuckTownBaker,1
0 days 01:37:51.000000000,ChudleySam,1
0 days 01:01:14.000000000,chughes63,1
0 days 00:12:41.000000000,Chulsu88,1
0 days 00:05:36.000000000,chunkeetar,1
0 days 03:52:53.000000000,chunkymonky68,1
0 days 01:22:44.000000000,CHurls13,1
0 days 04:51:33.000000000,CHuzella,1
0 days 02:13:41.000000000,chvjrv,1
0 days 00:45:06.000000000,chwehansolle,1
0 days 03:32:32.000000000,Chxcharito,1
0 days 04:58:21.000000000,CiaancuttoAiden,1
0 days 02:45:48.000000000,CIAGAWD,1
0 days 01:52:25.000000000,ciaobella50,1
0 days 02:18:59.000000000,Ciara_B87,1
0 days 00:47:34.000000000,CiaraElaineP,1
0 days 00:02:07.000000000,Ciaralliida,1
0 days 03:05:57.000000000,Cincycath,1
0 days 00:06:53.000000000,cincygirl21,1
0 days 00:26:41.000000000,CincyRedsTalk,1
0 days 00:53:36.000000000,cinda_bea,1
0 days 02:12:26.000000000,cindy_csomer37,1
0 days 02:10:16.000000000,cindy_settin,1
0 days 01:21:39.000000000,cindyjcamp,1
0 days 00:29:42.000000000,CindyKirzeder,1
0 days 02:15:05.000000000,cindymannings,1
0 days 01:31:34.000000000,CindyRadocaj,1
0 days 00:36:01.000000000,CindyTo75940766,1
0 days 00:26:37.000000000,CininNewH,1
0 days 01:30:12.000000000,CinnamonMedina,1
0 days 02:30:34.000000000,CinSmith1,1
0 days 01:35:09.000000000,Circle_R185,1
0 days 00:24:57.000000000,ciro_iandoli,1
0 days 02:05:26.000000000,cisppetta,1
0 days 00:13:00.000000000,CitiFrresh,1
0 days 03:32:07.000000000,CITIZEN_WON,1
0 days 02:29:13.000000000,Citizen817,1
0 days 00:02:51.000000000,CitizenSmith314,1
0 days 05:10:42.000000000,citizenx1320,1
0 days 02:19:29.000000000,CitrusRain,1
0 days 01:09:33.000000000,CittyCat_88,1
0 days 01:36:40.000000000,citybvt,1
0 days 00:01:14.000000000,CITYDOGSPA,1
0 days 03:17:02.000000000,cityrelics,1
0 days 03:29:13.000000000,cj07722,1
0 days 00:08:42.000000000,cjallenii,1
0 days 01:04:06.000000000,CjCjd44,1
0 days 02:44:31.000000000,CJCoch,1
0 days 01:19:37.000000000,CJDaniels77,1
0 days 00:47:42.000000000,CjGinc,1
0 days 01:13:22.000000000,cjhullender58,1
0 days 00:04:52.000000000,cjijajtj,1
0 days 02:09:41.000000000,CJL28,1
0 days 01:39:11.000000000,CJMelvin2,1
0 days 01:00:51.000000000,Cjmosley57beast,1
0 days 02:21:13.000000000,cjn54,1
0 days 00:21:48.000000000,cjsmfy_,1
0 days 02:36:00.000000000,CJTurrubiartes,1
0 days 02:04:21.000000000,CJWhaley13,1
0 days 02:13:09.000000000,ck1april,1
0 days 02:04:29.000000000,ckazjason,1
0 days 04:33:36.000000000,CkcGrandmac,1
0 days 05:03:04.000000000,ckenn9,1
0 days 00:35:46.000000000,CKing9307,1
0 days 04:18:35.000000000,CKMz33,1
0 days 00:13:00.000000000,ckurt11,1
0 days 04:03:45.000000000,ckwatts41,1
0 days 01:07:29.000000000,clair_holbrook,1
0 days 00:25:31.000000000,claire_solar,1
0 days 00:22:56.000000000,ClaireTemagami6,1
0 days 00:18:28.000000000,ClairFreebie,1
0 days 00:07:21.000000000,clampdownunit,1
0 days 01:11:12.000000000,clanu2,1
0 days 00:00:29.000000000,ClarenceVowels,1
0 days 00:00:18.000000000,clarey56,1
0 days 00:17:48.000000000,clarissamehler,1
0 days 00:10:15.000000000,clarissaquinta,1
0 days 03:17:05.000000000,Clarity_21,1
0 days 00:29:25.000000000,clau18jimenez,1
0 days 05:13:36.000000000,claudelizabeth_,1
0 days 03:40:47.000000000,ClaudesBBQ,1
0 days 00:05:32.000000000,ClaudetteDelon1,1
0 days 00:26:01.000000000,clauditolta,1
0 days 02:53:09.000000000,clay_brassell23,1
0 days 01:53:25.000000000,clay_holzknecht,1
0 days 03:35:20.000000000,clay_moreee,1
0 days 03:45:22.000000000,Claydough31,1
0 days 04:24:49.000000000,ClayKavanaugh,1
0 days 00:19:50.000000000,ClaysteR97,1
0 days 04:10:51.000000000,clayton_homrich,1
0 days 03:26:34.000000000,ClayUSC,1
0 days 01:09:48.000000000,ClazWaldorf,1
0 days 00:30:57.000000000,ClBoy001,1
0 days 00:31:08.000000000,cldrvr,1
0 days 01:12:14.000000000,clearimages,1
0 days 04:22:14.000000000,clebb_c,1
0 days 04:54:10.000000000,ClementsRick,1
0 days 00:10:07.000000000,cleopavitra,1
0 days 04:47:16.000000000,clexjauregui,1
0 days 01:49:13.000000000,clfklf,1
0 days 00:22:45.000000000,CLiegh_x3,1
0 days 00:27:29.000000000,cliffran,1
0 days 00:29:35.000000000,climpeter,1
0 days 00:57:01.000000000,ClineJeffery,1
0 days 02:01:26.000000000,Clint_Wright51,1
0 days 00:09:59.000000000,ClintoniteInMex,1
0 days 01:29:38.000000000,clintwillard,1
0 days 00:11:21.000000000,Clipperloyalty,1
0 days 02:18:37.000000000,ClivePiller,1
0 days 00:01:13.000000000,clksoccer22,1
0 days 00:32:49.000000000,CllrBSilvester,1
0 days 00:03:54.000000000,clmuseum,1
0 days 01:25:55.000000000,Cloie_96,1
0 days 03:02:14.000000000,clojoc,1
0 days 04:03:44.000000000,closetskeleton1,1
0 days 01:58:36.000000000,clothdolldesign,1
0 days 01:35:05.000000000,CloudMarked,1
0 days 03:58:45.000000000,ClovesBelles,1
0 days 01:38:23.000000000,cloydhen,1
0 days 00:29:53.000000000,ClubFugazi,1
0 days 00:26:17.000000000,ClubLang,1
0 days 02:56:39.000000000,Clutchatize,1
0 days 00:02:41.000000000,cm1555,1
0 days 00:39:08.000000000,Cm1Funk,1
0 days 04:16:03.000000000,cmac1966,1
0 days 00:23:45.000000000,Cmardis18,1
0 days 03:34:51.000000000,cmessina24,1
0 days 04:18:19.000000000,CMHockey97,1
0 days 02:05:09.000000000,CMiodus,1
0 days 01:09:27.000000000,CMizzell,1
0 days 01:39:58.000000000,cmm123099,1
0 days 01:59:45.000000000,cmm14,1
0 days 02:29:25.000000000,CMooreNPCRNFA,1
0 days 02:52:58.000000000,CMorgan_16,1
0 days 01:07:48.000000000,cmrose999,1
0 days 00:04:22.000000000,CMSepeda27,1
0 days 00:55:34.000000000,CNance98,1
0 days 04:58:50.000000000,cnnisbiased,1
0 days 00:15:31.000000000,CnsrvativeHusky,1
0 days 00:38:48.000000000,Coach_Melling28,1
0 days 00:58:38.000000000,coach_mjackson,1
0 days 00:19:02.000000000,CoachBeth47,1
0 days 00:57:59.000000000,CoachFoz,1
0 days 02:20:12.000000000,CoachHalejr,1
0 days 01:29:17.000000000,coachkeane1,1
0 days 00:49:45.000000000,CoachKJunior,1
0 days 04:49:00.000000000,coachmike123,1
0 days 00:00:38.000000000,CoachSchoen_22,1
0 days 00:12:04.000000000,coachVMarino,1
0 days 00:43:16.000000000,CoahuilayTexas,1
0 days 06:52:02.000000000,Coalition4Trump,1
0 days 02:02:28.000000000,coastin42,1
0 days 04:33:42.000000000,cobb2014,1
0 days 02:01:26.000000000,cobraman428,1
0 days 03:18:32.000000000,Cock4ndPussy,1
0 days 04:25:01.000000000,cocky327,1
0 days 00:05:27.000000000,cococagg70,1
0 days 04:23:54.000000000,Cocofficiel,1
0 days 01:17:20.000000000,CocoKardeclos,1
0 days 01:56:18.000000000,CocoThePatriot,1
0 days 02:40:51.000000000,cody_brubaker,1
0 days 00:47:25.000000000,Cody_Ferreira,1
0 days 00:05:01.000000000,cody_nelson11,1
0 days 00:44:59.000000000,cody_puckett1,1
0 days 02:05:03.000000000,cody_w2241,1
0 days 00:14:19.000000000,cody_williams99,1
0 days 04:09:00.000000000,cody55490,1
0 days 04:40:35.000000000,CodyGeurin,1
0 days 05:03:08.000000000,CodyGremillion,1
0 days 00:19:38.000000000,CodyKirschner,1
0 days 02:18:40.000000000,codyrtaylor15,1
0 days 04:11:32.000000000,coffaa9,1
0 days 01:23:57.000000000,coffee4binky,1
0 days 01:10:58.000000000,CoffeeRoaster62,1
0 days 03:53:20.000000000,Cohen1A,1
0 days 04:36:46.000000000,Colahhhh,1
0 days 03:00:09.000000000,Colby5629,1
0 days 05:06:48.000000000,ColbyIsabella,1
0 days 01:56:52.000000000,cole_laslie,1
0 days 00:28:06.000000000,ColeDupin,1
0 days 02:33:55.000000000,ColeHoffman55,1
0 days 04:44:03.000000000,coleroberts1,1
0 days 00:21:07.000000000,colevetter50,1
0 days 00:23:34.000000000,colewaymeyer,1
0 days 00:37:45.000000000,Colin_Cups,1
0 days 01:35:45.000000000,ColinDonnelly__,1
0 days 04:04:09.000000000,colinjohnson17,1
0 days 02:01:06.000000000,ColinMc_33,1
0 days 05:12:37.000000000,Colinstewart92,1
0 days 04:38:54.000000000,colinwingate10,1
0 days 03:54:45.000000000,Collano75,1
0 days 04:35:58.000000000,collectdollsale,1
0 days 01:25:17.000000000,Collette_AZ,1
0 days 00:58:30.000000000,Collin_53,1
0 days 04:38:01.000000000,collinhess2421,1
0 days 04:41:17.000000000,collinsk25,1
0 days 08:22:43.000000000,colm_smyth,1
0 days 00:50:51.000000000,Colombiana_Gal,1
0 days 00:35:49.000000000,Colonel_Lacross,1
0 days 05:05:54.000000000,Colonel_Q,1
0 days 00:54:13.000000000,ColonelNelson_,1
0 days 03:42:41.000000000,ColorMeRed,1
0 days 00:08:37.000000000,colsiegirl,1
0 days 02:32:15.000000000,COLT_4D5,1
0 days 01:33:27.000000000,ColtonBarksdale,1
0 days 01:55:56.000000000,ColtonMiles222,1
0 days 00:02:36.000000000,coltroc,1
0 days 03:09:29.000000000,COLTS141,1
0 days 01:52:12.000000000,ColtynSeifert,1
0 days 00:33:46.000000000,ColumbiaBugle,1
0 days 02:20:26.000000000,CombatInfantry2,1
0 days 01:39:37.000000000,ComicRoxy,1
0 days 02:44:12.000000000,CommonSense013,1
0 days 00:35:57.000000000,comms24_c24,1
0 days 03:49:06.000000000,comteavda,1
0 days 00:29:09.000000000,conanis,1
0 days 04:47:30.000000000,ConDDog,1
0 days 02:58:15.000000000,ConMan83,1
0 days 01:05:36.000000000,conner14hayes,1
0 days 03:50:57.000000000,connerddowling,1
0 days 05:08:53.000000000,connerm05,1
0 days 02:01:14.000000000,ConnerMadding,1
0 days 00:15:19.000000000,Connor_c44,1
0 days 00:33:27.000000000,Connor_JWH,1
0 days 04:06:52.000000000,connor_macd_,1
0 days 02:00:23.000000000,ConnorGwin,1
0 days 03:06:57.000000000,ConnorHerl,1
0 days 02:22:53.000000000,connorsmith_2,1
0 days 01:01:54.000000000,connorwebster98,1
0 days 05:09:05.000000000,ConnorYoung28,1
0 days 01:37:50.000000000,ConnsBabyDoll,1
0 days 01:25:38.000000000,conor_evans_,1
0 days 00:35:47.000000000,ConorFurlong,1
0 days 01:29:08.000000000,conorscratcher,1
0 days 02:25:04.000000000,conserveracity,1
0 days 00:14:03.000000000,ConservRachel,1
0 days 01:42:29.000000000,Conspiracysk,1
0 days 02:07:16.000000000,consulteluiz,1
0 days 05:36:06.000000000,contraskies,1
0 days 00:40:15.000000000,CookiesDesigns,1
0 days 04:19:16.000000000,Cool_Greay,1
0 days 02:15:31.000000000,Cool_Lizard,1
0 days 00:47:10.000000000,Coolguyreiner,1
0 days 00:15:31.000000000,coolnilk,1
0 days 04:15:00.000000000,Coomes_Colten25,1
0 days 02:27:04.000000000,coomod,1
0 days 00:51:26.000000000,coopercoach,1
0 days 01:48:18.000000000,coory36_wilson,1
0 days 00:37:19.000000000,Copperllama,1
0 days 00:31:32.000000000,cops4christ,1
0 days 00:19:51.000000000,coquinchat,1
0 days 00:10:15.000000000,CorazonKickz,1
0 days 00:46:15.000000000,CorbinTheGreat1,1
0 days 00:53:52.000000000,Corbyj_24,1
0 days 00:24:17.000000000,cordeliafoxx,1
0 days 00:57:26.000000000,CordLehman,1
0 days 04:32:48.000000000,Cordobesista_,1
0 days 03:47:00.000000000,coreyc55,1
0 days 04:25:21.000000000,CorinneW91,1
0 days 00:49:44.000000000,corraldelobos,1
0 days 01:30:46.000000000,corrina_k,1
0 days 00:41:54.000000000,Corthawk2,1
0 days 03:43:11.000000000,cory_janak,1
0 days 02:32:01.000000000,coryfinkler22,1
0 days 02:24:02.000000000,cosa_cabrona_,1
0 days 01:00:53.000000000,coskunozdemir34,1
0 days 00:57:43.000000000,CostaFaro,1
0 days 00:39:34.000000000,costelo,1
0 days 00:02:01.000000000,Cotton_jacket,1
0 days 01:57:38.000000000,cotyfree,1
0 days 05:12:08.000000000,CoTyler17,1
0 days 02:47:14.000000000,CotyVFL,1
0 days 01:28:56.000000000,couaac,1
0 days 01:13:31.000000000,countbeezie,1
0 days 03:59:34.000000000,coupdebanks,1
0 days 02:42:08.000000000,Coursey32,1
0 days 03:05:00.000000000,Court_alexiss,1
0 days 03:34:04.000000000,courtgwyn44,1
0 days 00:29:43.000000000,courtneygarrr,1
0 days 00:29:50.000000000,courtworker,1
0 days 00:08:45.000000000,Courvalle,1
0 days 01:08:59.000000000,cowbirdgus,1
0 days 00:16:18.000000000,CowboyB_65,1
0 days 03:26:22.000000000,Cowboys_Nation0,1
0 days 00:39:13.000000000,CowboysBill,1
0 days 00:33:38.000000000,cowpuncher66,1
0 days 04:44:51.000000000,cparton082,1
0 days 00:08:25.000000000,cpatrick40,1
0 days 00:59:41.000000000,cpenn5331,1
0 days 05:16:30.000000000,cphily4u,1
0 days 00:00:13.000000000,cpie63,1
0 days 05:16:08.000000000,CPKN_Sandy,1
0 days 00:52:59.000000000,cplbhvac,1
0 days 03:23:17.000000000,CPlugz_13,1
0 days 03:51:16.000000000,cprough21,1
0 days 05:25:42.000000000,CQNNOR,1
0 days 00:33:42.000000000,cr34098294,1
0 days 01:44:47.000000000,CraazzyKarl,1
0 days 03:11:39.000000000,crackenbob,1
0 days 01:38:41.000000000,CrackerALS,1
0 days 00:54:19.000000000,crackerhomie,1
0 days 00:01:08.000000000,Crackerjen,1
0 days 01:38:01.000000000,Crackmartini,1
0 days 00:44:46.000000000,crafra1,1
0 days 00:55:13.000000000,craft1377,1
0 days 00:43:50.000000000,CraftyIam,1
0 days 03:47:15.000000000,craftypreda,1
0 days 02:34:24.000000000,cragghianti,1
0 days 04:00:30.000000000,CraigElliott73,1
0 days 03:20:26.000000000,craigmack79,1
0 days 03:22:41.000000000,CRAIGPARSONS2,1
0 days 03:42:52.000000000,crand21,1
0 days 00:37:53.000000000,crappers51,1
0 days 03:38:49.000000000,cratboy44,1
0 days 01:51:08.000000000,Cravemayy,1
0 days 01:17:00.000000000,crawford_stan,1
0 days 00:51:36.000000000,CRAYJAY_PEBBLES,1
0 days 00:41:25.000000000,Crazy7weeks,1
0 days 00:39:10.000000000,Crazy851296121,1
0 days 01:37:44.000000000,crazyaboutOBX,1
0 days 01:30:26.000000000,CrazyCityGal,1
0 days 00:22:45.000000000,CrazyCrnBllBrd,1
0 days 00:50:12.000000000,crazydiode,1
0 days 00:39:55.000000000,CrazyGabey,1
0 days 01:07:09.000000000,CrazyJoezGalaxy,1
0 days 04:40:18.000000000,CrazyYojimbo,1
0 days 00:34:17.000000000,crcray,1
0 days 00:33:35.000000000,crea819,1
0 days 00:10:57.000000000,creativestreakz,1
0 days 00:20:32.000000000,creaturebears,1
0 days 02:29:30.000000000,creditspread23,1
0 days 02:49:47.000000000,CReina_,1
0 days 00:34:57.000000000,crichardson126,1
0 days 03:05:05.000000000,crickie99,1
0 days 00:04:47.000000000,Crierd,1
0 days 00:39:19.000000000,criesnarryy,1
0 days 00:40:43.000000000,CrimsonLadydu,1
0 days 01:02:33.000000000,crisjoelr1,1
0 days 02:01:10.000000000,crissencion,1
0 days 04:55:03.000000000,CristianABG97,1
0 days 04:06:25.000000000,cristiano_sp,1
