created_at,id,retweeted_status.created_at,Source,retweeted_status.retweet_count,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.id,retweeted_status.user.screen_name,user.followers_count,user.friends_count,user.id,user.screen_name,Time Difference,Weight,size,Target
12:24:28,795965209726906370,12:09:29,7.95961436279337e+17,112.0,444148.0,304.0,213478296.0,UzoAduba,26182,568,225929966,LeanneWoodfull,0 days 00:14:59.000000000,9.61067853170189,46.09507042253521,795965209726906370
12:24:33,795965227237941248,12:09:29,7.95961436279337e+17,113.0,444145.0,304.0,213478296.0,UzoAduba,429,196,74340620,tieraloha,0 days 00:15:04.000000000,9.557522123893806,2.188775510204082,795965227237941248
12:24:41,795965262449119232,12:09:29,7.95961436279337e+17,114.0,444145.0,304.0,213478296.0,UzoAduba,441,471,3233122015,DuchessKimM,0 days 00:15:12.000000000,9.473684210526315,0.9363057324840764,795965262449119232
12:24:50,795965297983365123,12:09:29,7.95961436279337e+17,115.0,444148.0,304.0,213478296.0,UzoAduba,243,580,533081958,AnneFaure,0 days 00:15:21.000000000,9.381107491856678,0.4189655172413793,795965297983365123
12:24:53,795965312713814016,12:09:29,7.95961436279337e+17,116.0,444148.0,304.0,213478296.0,UzoAduba,224,456,121116614,ppierro1,0 days 00:15:24.000000000,9.350649350649352,0.49122807017543857,795965312713814016
12:24:55,795965322784284672,12:09:29,7.95961436279337e+17,117.0,444148.0,304.0,213478296.0,UzoAduba,666,1995,558961444,RoslynMoore96,0 days 00:15:26.000000000,9.330453563714903,0.33383458646616543,795965322784284672
12:25:31,795965473775087616,12:09:29,7.95961436279337e+17,118.0,444148.0,304.0,213478296.0,UzoAduba,651,439,21568995,TAALS7,0 days 00:16:02.000000000,8.981288981288982,1.4829157175398633,795965473775087616
12:25:41,795965514166181888,12:09:29,7.95961436279337e+17,120.0,444148.0,304.0,213478296.0,UzoAduba,2766,524,362402118,heyamyjane,0 days 00:16:12.000000000,8.88888888888889,5.278625954198473,795965514166181888
12:26:04,795965611176316928,12:09:29,7.95961436279337e+17,121.0,444148.0,304.0,213478296.0,UzoAduba,30204,3100,119841769,mikeyerxa,0 days 00:16:35.000000000,8.683417085427134,9.743225806451614,795965611176316928
12:26:36,795965746442629120,12:09:29,7.95961436279337e+17,122.0,444148.0,304.0,213478296.0,UzoAduba,547,847,2431893434,here_mel,0 days 00:17:07.000000000,8.412852969814995,0.6458087367178277,795965746442629120
12:26:45,795965782538809344,12:09:29,7.95961436279337e+17,123.0,444148.0,304.0,213478296.0,UzoAduba,7,13,759858328302448640,reginalddenny12,0 days 00:17:16.000000000,8.339768339768339,0.5384615384615384,795965782538809344
12:27:12,795965894564478980,12:09:29,7.95961436279337e+17,125.0,444147.0,304.0,213478296.0,UzoAduba,69,305,323497194,ShaReeAmor,0 days 00:17:43.000000000,8.12793979303857,0.2262295081967213,795965894564478980
12:27:13,795965900717510656,12:09:29,7.95961436279337e+17,126.0,444147.0,304.0,213478296.0,UzoAduba,55,219,4593993436,Book_Nerd94,0 days 00:17:44.000000000,8.1203007518797,0.2511415525114155,795965900717510656
12:27:33,795965982330253312,12:09:29,7.95961436279337e+17,127.0,444147.0,304.0,213478296.0,UzoAduba,62,549,4856293174,Angelillers,0 days 00:18:04.000000000,7.9704797047970475,0.11293260473588343,795965982330253312
12:27:45,795966034226380800,12:09:29,7.95961436279337e+17,128.0,444147.0,304.0,213478296.0,UzoAduba,1075,663,571350584,jaed_seymour,0 days 00:18:16.000000000,7.883211678832117,1.6214177978883861,795966034226380800
12:27:50,795966056833675264,12:09:29,7.95961436279337e+17,129.0,444147.0,304.0,213478296.0,UzoAduba,182,501,1882787658,Nakhraaa,0 days 00:18:21.000000000,7.847411444141689,0.36327345309381237,795966056833675264
12:28:17,795966168704094209,12:09:29,7.95961436279337e+17,130.0,444147.0,304.0,213478296.0,UzoAduba,163,360,2315742210,tweetsbymina,0 days 00:18:48.000000000,7.659574468085106,0.4527777777777778,795966168704094209
12:28:21,795966183979778054,12:09:29,7.95961436279337e+17,131.0,444147.0,304.0,213478296.0,UzoAduba,36,152,505072864,bing_kenneth,0 days 00:18:52.000000000,7.6325088339222615,0.23684210526315788,795966183979778054
